taxon_oid	Domain	Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Genome Size   * assembled	Gene Count   * assembled
2617270875	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Candidimonas bauzanensis CGMCC 1.10190	DOE Joint Genome Institute (JGI)	2617270875	5641410	5225
2585427711	Bacteria	Permanent Draft	Orbaceae bacterium Bimp Genome sequencing	Candidatus Schmidhempelia bombi Bimp	University of Arizona	2585427711	1998543	1760
2551306097	Bacteria	Permanent Draft	Melaminivora alkalimesophila CY1	Melaminivora alkalimesophila CY1	Chinese Academy of Sciences, Institute of Urban Environment	2551306097	3007775	3380
2738541337	Bacteria	Permanent Draft	Populus root and rhizosphere microbial communities from Tennessee, USA	Pelomonas sp. BT06	DOE Joint Genome Institute (JGI)	2738541337	6183410	5734
2513237339	Bacteria	Permanent Draft	Commensalibacter intestini A911	Commensalibacter intestini A911	Seoul National University	2513237339	2454778	2256
2541046991	Bacteria	Finished	Arcobacter butzleri 7h1h	Arcobacter butzleri 7h1h	University of Liverpool	2541046991	2253233	2268
2718217839	Bacteria	Finished	Haematospirillum jordaniae H5569 Genome sequencing	Haematospirillum jordaniae H5569	Centers for Disease Control and Prevention (CDC), USA	2718217839	2467625	2331
2751185887	Bacteria	Finished	Pantoea alhagi Genome sequencing	Pantoea alhagi LTYR-11Z	Northwest A&F University	2751185887	4316301	4163
2756170267	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Plasticicumulans acidivorans DSM 23606	DOE Joint Genome Institute (JGI)	2756170267	4296265	3934
2522125086	Bacteria	Permanent Draft	Continuation of the Genomic Encyclopedia of Bacteria and Archaea pilot project (GEBA)	Succinimonas amylolytica DSM 2873	DOE Joint Genome Institute (JGI)	2522125086	3964271	3055
2645727768	Bacteria	Finished	Stenotrophomonas acidaminiphila ZAC14D2_NAIMI4_2	Stenotrophomonas acidaminiphila ZAC14D2_NAIMI4_2	Centro de Ciencias Genomicas - UNAM	2645727768	4138297	3737
2687453129	Bacteria	Finished	Halotalea alkalilenta IHB B 13600 genome sequencing	Halotalea alkalilenta IHB B 13600	CSIR-Institute of Himalayan Bioresource Technology	2687453129	4387428	4029
2588253728	Bacteria	Finished	Thermodesulfobacterium commune DSM 2178	Thermodesulfobacterium commune DSM 2178	J. Craig Venter Institute (JCVI)	2588253728	1764045	1503
648028015	Bacteria	Finished	Candidatus Zinderia insecticola CARI	Candidatus Zinderia insecticola CARI	University of Montana, Yale University	648028015	208564	230
2508501066	Bacteria	Permanent Draft	Whole Genome Sequencing of Methanotrophic Bacteria from Diverse Environments	Methylocaldum szegediense O-12	DOE Joint Genome Institute (JGI)	2508501066	5022295	4755
643692026	Bacteria	Finished	Laribacter hongkongensis HLHK9	Laribacter hongkongensis HLHK9	University of Hong Kong	643692026	3169329	3333
2630968886	Bacteria	Permanent Draft	Thalassomonas actiniarum strain:A5K-106 Genome sequencing	Thalassomonas actiniarum A5K-106	University of the Western Cape	2630968886	7420857	6413
2721755587	Bacteria	Finished	DOE's ENIGMA project related genome	Cupriavidus basilensis 4G11	Lawrence Berkeley National Laboratory	2721755587	8421483	7642
2507262005	Bacteria	Permanent Draft	Candidatus Regiella insecticola R5.15	Candidatus Regiella insecticola R5.15	University of Arizona Genetics Core Tucson	2507262005	2013072	2399
643348571	Bacteria	Finished	Rhodospirillum centenum SW	Rhodospirillum centenum SW	Arizona State University, TGen	643348571	4355548	4065
2718218137	Bacteria	Finished	Genome sequencing of Buchnera aphidicola from host Diuraphis noxia	Buchnera aphidicola (Diuraphis noxia)	Stellenbosch University	2718218137	636266	627
2519899638	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Novispirillum itersonii itersonii ATCC 12639	DOE Joint Genome Institute (JGI)	2519899638	4292502	3903
646564569	Bacteria	Finished	CSP_777079	Sideroxydans lithotrophicus ES-1	DOE Joint Genome Institute (JGI)	646564569	3003656	3049
2617270827	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Litoreibacter albidus DSM 26922	DOE Joint Genome Institute (JGI)	2617270827	3580729	3582
2617270912	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Roseicitreum antarcticum CGMCC 1.8894	DOE Joint Genome Institute (JGI)	2617270912	4250016	4087
2561511212	Bacteria	Finished	Campylobacter coli 15-537360 Genome sequencing	Campylobacter coli 15-537360	Institute of Food Research	2561511212	1685020	1673
646564519	Bacteria	Finished	CSP_787681, Stalked bacteria	Caulobacter segnis ATCC 21756	DOE Joint Genome Institute (JGI)	646564519	4655622	4325
2551306422	Bacteria	Permanent Draft	Pusillimonas noertemannii BS8	Pusillimonas noertemannii BS8	London School of Hygiene and Tropical Medicine	2551306422	3916977	3652
643348583	Bacteria	Finished	Thermosipho africanus TCF52B	Thermosipho africanus TCF52B	Genome Canada	643348583	2016657	1968
2516143123	Bacteria	Finished	Lebetimonas sequencing project - Marine Biological Laboratory, Woods Hole, MA	Lebetimonas sp. JH292	Marine Biological Laboratory	2516143123	1641000	1955
2585428139	Bacteria	Permanent Draft	CARIPLO-1	Aliihoeflea sp. 2WW	Baseclear	2585428139	4143240	4117
2757320935	Bacteria	Finished	Genome sequencing of Tatumella citrea ATCC 39140	Tatumella citrea ATCC 39140	Chinese Academy of Sciences	2757320935	4490981	4251
2521172622	Bacteria	Permanent Draft	Whole genome type strain sequences of the genera Phaeobacter and Leisingera	Pseudophaeobacter arcticus DSM 23566	DOE Joint Genome Institute (JGI)	2521172622	5049234	4889
2757320966	Bacteria	Finished	Genome sequencing of Curvibacter sp. AEP1-3	Curvibacter sp. AEP1-3	Australian National University	2757320966	4383889	4133
638341142	Bacteria	Permanent Draft	Neptuniibacter caesariensis MED92	Neptuniibacter caesariensis MED92	J. Craig Venter Institute (JCVI)	638341142	3873219	3735
2568526055	Bacteria	Permanent Draft	Candidatus Ruthia magnifica UCD-CM	Candidatus Ruthia magnifica UCD-CM	University of California, Davis	2568526055	1160249	1166
2582581266	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Lampropedia hyalina DSM 16112	DOE Joint Genome Institute (JGI)	2582581266	3184472	2792
2710264757	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Monaibacterium marinum C7	DOE Joint Genome Institute (JGI)	2710264757	3734267	3615
640963030	Bacteria	Permanent Draft	Plesiocystis pacifica SIR-1	Plesiocystis pacifica SIR-1	J. Craig Venter Institute (JCVI)	640963030	10587646	8542
2609460328	Bacteria	Permanent Draft	Candidatus Hepatobacter penaei Genome sequencing	Candidatus Hepatobacter penaei	University of Virginia	2609460328	1115609	1105
2770939617	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Azonexus fungiphilus DSM 23841	DOE Joint Genome Institute (JGI)	2770939617	3546071	3392
2585427724	Bacteria	Finished	Azospirillum amazonense CBAmc	Nitrospirillum amazonense CBAmc	EMBRAPA	2585427724	7228332	7803
2616644807	Bacteria	Permanent Draft	Unraveling the Genetic Basis of an Ancient Geochemical Biomarker	Desulfobacula phenolica DSM 3384	DOE Joint Genome Institute (JGI)	2616644807	4871344	4292
2684622831	Bacteria	Permanent Draft	Rhodopila sp. LVNP	Rhodopila sp. LVNP	University of Massachusetts Medical School (UMMS)	2684622831	8148294	7423
2700988697	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Pseudopelagicola gijangensis DSM 100564	DOE Joint Genome Institute (JGI)	2700988697	4094570	4063
2636415818	Bacteria	Finished	Babela massiliensis genome, complete sequencing	delta proteobacterium BABL1	European Bioinformatics Institute	2636415818	1118422	1022
637000097	Bacteria	Finished	Ehrlichia canis Jake	Ehrlichia canis Jake	DOE Joint Genome Institute (JGI)	637000097	1315030	983
2667527454	Bacteria	Finished	Cronobacter Type Strains	Cronobacter condimenti LMG 26250 GCA_001277255.1	Nestle Research Center	2667527454	4347991	4147
2654587825	Bacteria	Permanent Draft	Sequencing Rickettsiales Genomes	Candidatus Neoehrlichia lotoris RAC413	University of Maryland School of Medicine	2654587825	1268660	985
2562617176	Bacteria	Permanent Draft	Human Microbiome Project (HMP) Reference Genomes	Bilophila wadsworthia 3_1_6	Broad Institute	2562617176	4391094	3861
2609460315	Bacteria	Permanent Draft	Genome sequence of Haloferula sp. BvORR071	Haloferula sp. BvORR071	Hokkaido Agricultural Research Center (HARC), National Agriculture and Food Research Organization (NARO)	2609460315	7795129	6440
2713897485	Bacteria	Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	candidate division ZB3 bacterium SCGC AAA071-K20	Bigelow Laboratory Single Cell Genomics Center (SCGC)	2713897485	393752	417
2770939642	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Alkalispirillum mobile DSM 12769	DOE Joint Genome Institute (JGI)	2770939642	2952137	2761
2740892284	Bacteria	Permanent Draft	Whole genome sequencing of Thalassobius mediterraneus CECT 5118	Thalassobius mediterraneus CECT 5118	Spanish Type Culture Collection (CECT)	2740892284	4353706	4220
2561511179	Bacteria	Finished	Salmonella bongori Sbon_167	Salmonella bongori Sbon_167	ETH Zurich	2561511179	4773537	4877
2528311013	Bacteria	Finished	Variovorax paradoxus B4	Variovorax paradoxus B4	Goettingen Genomics Laboratory	2528311013	7148516	6807
2648501275	Bacteria	Permanent Draft	Amantichitinum ursilacus strain IGB-41 genome sequencing	Amantichitinum ursilacus IGB-41	Fraunhofer	2648501275	4928951	4433
2517093031	Bacteria	Finished	Taylorella equigenitalis ATCC 35865	Taylorella equigenitalis ATCC 35865	University of Bristol	2517093031	1732123	1589
2528768184	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Anaerobiospirillum succiniciproducens DSM 6400	DOE Joint Genome Institute (JGI)	2528768184	3806682	2345
2675903126	Bacteria	Finished	Polynucleobacter genome sequencing	Polynucleobacter aenigmaticus MWH-K35W1 reannotation	University of Innsbruck	2675903126	2135084	2231
2568526488	Bacteria	Permanent Draft	Catenovulum agarivorans DS-2 Genome sequencing	Catenovulum agarivorans DS-2	State Oceanic Administration of China	2568526488	4572425	3902
2599185121	Bacteria	Finished	Rickettsiales bacterium Ac37b Genome sequencing	Rickettsiales bacterium Ac37b	University of Minnesota	2599185121	1917613	1886
2718217834	Bacteria	Finished	Cloacibacillus porcorum CL-84 Genome sequencing	Cloacibacillus porcorum CL-84	U.S. Department of Agriculture	2718217834	3585187	3232
2693429906	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Citreimonas salinaria DSM 26880	DOE Joint Genome Institute (JGI)	2693429906	4259991	4178
650377983	Bacteria	Finished	Human Microbiome Project (HMP) Reference Genomes	Fretibacterium fastidiosum SGP1	Wellcome Trust Sanger Institute	650377983	2728333	1476
2616645036	Bacteria	Permanent Draft	Delisea pulchra microbial communities from Sydney, Australia, affected by bleaching disease	Dpulchra_bleached_metagenome_bin377	University of New South Wales	2616645036	3997777	3689
2522572047	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Geopsychrobacter electrodiphilus DSM 16401	DOE Joint Genome Institute (JGI)	2522572047	4241730	4021
2597490189	Bacteria	Finished	Comparative genome analysis of Haemophilus parasuis in China - Nanjing Ag Univ.	Glaesserella parasuis sv. 1 SH03	Nanjing Agricultural University	2597490189	2265927	2319
2718218405	Bacteria	Finished	Leptospira alstonii sv. Room22 Genome sequencing	Leptospira alstonii sv. Room22 GWTS #1	U.S. Department of Agriculture	2718218405	4591888	4244
2545824511	Bacteria	Permanent Draft	candidate division TM6 bacterium JCVI TM6SC1 Genome sequencing	candidate division TM6 bacterium JCVI TM6SC1 (unscreened) (Phylum TM6)	J. Craig Venter Institute (JCVI)	2545824511	1074689	1039
2718218499	Bacteria	Finished	Rhizobium etli 8C-3 genome sequencing	Rhizobium etli 8C-3	Center for Genomic Sciences, UNAM	2718218499	7309118	7131
2751185604	Bacteria	Permanent Draft	Terasakiispira papahanaumokuakeensis PH27A genome sequencing	Terasakiispira papahanaumokuakeensis PH27A	University of Hawaii	2751185604	4048029	3574
2751185661	Bacteria	Finished	Woeseia oceani XK5 Genome sequencing	Woeseia oceani XK5	Shandong University	2751185661	4059891	3680
2751185694	Bacteria	Permanent Draft	Genome sequencing of the endosymbiotic consortium and mitochondria of Cinara confinis species	Candidatus Fukatsuia symbiotica FuCiconfinis 2801	CBGP	2751185694	2022903	1871
2576861398	Bacteria	Permanent Draft	Whole Genome Sequencing of Novel Marine Hydrocarbon-Degrading Bacteria	Porticoccus hydrocarbonoclasticus MCTG13d	DOE Joint Genome Institute (JGI)	2576861398	2474654	2385
2654587771	Bacteria	Permanent Draft	Pararheinheimera mesophila IITR-13 Genome sequencing	Pararheinheimera mesophila IITR-13	CSRI-IMTECH	2654587771	3734473	3573
2576861450	Bacteria	Draft	Arthopod gut associated bacterial communities from  Poitiers, France	Candidatus Hepatoplasma crinochetorum Av	University of Poitiers	2576861450	657101	614
2616645016	Bacteria	Permanent Draft	Ecteinascidia turbinata symbiotic microbial communities from the Caribbean mangrove	Candidatus Endoecteinascidia frumentensis ETD4	DOE Joint Genome Institute (JGI)	2616645016	631345	622
641522606	Bacteria	Finished	Obligate methanotrophy CSP_777358	Beijerinckia indica indica ATCC 9039	DOE Joint Genome Institute (JGI)	641522606	4418616	3850
2660238715	Bacteria	Permanent Draft	Genome sequencing of multiple Legionella species - Tel Aviv University	Fluoribacter bozemanae WIGA	Tel Aviv University	2660238715	4114301	3744
2615840614	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Pannonibacter indicus DSM 23407	DOE Joint Genome Institute (JGI)	2615840614	4170676	3888
2582580733	Bacteria	Permanent Draft	Sequencing of two novel 'Zetaproteobacteria' that are obligate chemolithoautotrophic Fe-oxidizing bacteria from the ocean.	Ghiorsea bivora TAG-1	DOE Joint Genome Institute (JGI)	2582580733	2163552	2230
2734482185	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Pelagimonas varians DSM 23678	DOE Joint Genome Institute (JGI)	2734482185	4926685	4847
2517093004	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Kordiimonas gwangyangensis DSM 19435	DOE Joint Genome Institute (JGI)	2517093004	4082245	3778
2681813507	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Insolitispirillum peregrinum integrum DSM 11589	DOE Joint Genome Institute (JGI)	2681813507	4638036	4053
2627854265	Bacteria	Finished	Haemophilus influenzae 2019	Haemophilus influenzae 2019	University of Iowa, Ohio State University	2627854265	1969659	2003
2616644830	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Gulbenkiania indica DSM 17901	DOE Joint Genome Institute (JGI)	2616644830	2848002	2799
2588253754	Bacteria	Finished	Dyella japonica A8 Complete Genome Sequencing	Dyella japonica A8	University of Hong Kong	2588253754	4831185	3868
2622736503	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Fontimonas thermophila DSM 23609	DOE Joint Genome Institute (JGI)	2622736503	2733540	2564
2636415824	Bacteria	Permanent Draft	Moellerella wisconsensis ATCC 35017 Genome sequencing	Moellerella wisconsensis ATCC 35017	University of Wisconsin	2636415824	3303166	3013
640753040	Bacteria	Finished	LAS biofilm Proposal # 0183-051117	Parvibaculum lavamentivorans DS-1	DOE Joint Genome Institute (JGI)	640753040	3914745	3714
2645727674	Bacteria	Permanent Draft	Aestuariivita atlantica 22II-S11-z3 Genome sequencing	Aestuariivita atlantica 22II-S11-z3	Third Institute of Oceanography, State Oceanic Administration	2645727674	4336367	4283
2684623128	Bacteria	Finished	Vibrio alginolyticus strain:ATCC 33787 Genome sequencing and assembly	Vibrio alginolyticus ATCC 33787	Chinese Academy of Sciences, South China Sea Institute of Oceanology	2684623128	5724939	5418
637000325	Bacteria	Finished	Hydrogenovibrio crunogenus XCL-2	Hydrogenovibrio crunogenus XCL-2	DOE Joint Genome Institute (JGI)	637000325	2427734	2263
2675903422	Bacteria	Finished	Complete genome sequence of Acetobacter ghanensis	Acetobacter ghanensis LMG 23848	Vrije Universiteit Brussel	2675903422	2843936	2791
2708742745	Bacteria	Draft	Soil microbial communities from Rifle, Colorado, USA	Candidatus Muproteobacteria bacterium RBG_16_60_9	DOE Joint Genome Institute (JGI)	2708742745	3084114	3468
2558309050	Bacteria	Finished	Francisella noatunensis subsp. orientalis LADL--07-285A Genome sequencing	Francisella noatunensis LADL--07-285A	Louisiana State University	2558309050	1858987	1674
2654587630	Bacteria	Finished	Genome sequencing of Archangium gephyra DSM 2261 - IMTECH-CSIR	Archangium gephyra DSM 2261	Institute of Microbial Technology (IMTECH), Council of Scientific and Industrial Research (CSIR)	2654587630	12489432	10004
2517572174	Bacteria	Permanent Draft	Revising methanotrophy: a comprehensive genomic probing of the unexpected genetic and metabolic diversity of aerobic methane consuming bacteria.	Verrucomicrobium sp. 3C	DOE Joint Genome Institute (JGI)	2517572174	2772066	2950
637000340	Bacteria	Finished	Wolbachia endosymbiont TRS of Brugia malayi	Wolbachia endosymbiont TRS of Brugia malayi	Integrated Genomics	637000340	1080084	940
642791618	Bacteria	Permanent Draft	Verrucomicrobia, 5 species Proposal # 0087-060710	Chthoniobacter flavus Ellin428	DOE Joint Genome Institute (JGI)	642791618	7848700	6778
2744054573	Bacteria	Permanent Draft	Crenobacter luteus CN10 genome sequencing	Crenobacter luteus CN10	University of Malaya	2744054573	2854237	2826
2770939601	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Methylovirgula ligni DSM 19998	DOE Joint Genome Institute (JGI)	2770939601	3292724	3263
2757320705	Bacteria	Permanent Draft	Genome sequencing and assembly of a defined mouse intestinal bacterial community	Turicimonas muris YL45	Max von Pettenkofer-Institute	2757320705	2886967	2634
2622736594	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Tranquillimonas alkanivorans DSM 19547	DOE Joint Genome Institute (JGI)	2622736594	4543020	4525
2728369471	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Pseudoruegeria haliotis DSM 29328	DOE Joint Genome Institute (JGI)	2728369471	5044743	4775
2626542189	Bacteria	Permanent Draft	Soil microbial communities from Rifle, Colorado, USA	candidate division WWE3 bacterium GW2011_GWA1_41_8	DOE Joint Genome Institute (JGI)	2626542189	921360	1084
2615840708	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Palleronia marisminoris DSM 26347	DOE Joint Genome Institute (JGI)	2615840708	3937250	3937
2718218334	Bacteria	Finished	Luteibacter rhizovicinus LJ96 Genome sequencing	Luteibacter rhizovicinus LJ96	Biotechnology and Plant Health, NIBIO, Norway	2718218334	4765486	4379
2510065050	Bacteria	Finished	Genome sequencing of representative photosynthetic purple sulfur bacteria	Marichromatium purpuratum 984	DOE Joint Genome Institute (JGI)	2510065050	3779112	3339
2663762675	Bacteria	Permanent Draft	Planktonic freshwater isolates	Candidatus Methylopumilus planktonicus MMS-2-53	University of Zurich	2663762675	1356411	1448
2576861436	Bacteria	Finished	Neorickettsia helminthoeca Oregon	Neorickettsia helminthoeca Oregon	University of Maryland School of Medicine	2576861436	884232	904
2588253765	Bacteria	Permanent Draft	The genome Canditatus Phaeomarinobacter ectocarpi Ec32, a new candidate genus of Alphaproteobacteria frequently associated to brown algae	Canditatus Phaeomarinobacter ectocarpi Ec32	Observatoire Oceanologique, Centre National de la Recherche Scientifique (CNRS), University Pierre and Marie Curie (UPMC)	2588253765	3415905	3339
2517487019	Bacteria	Permanent Draft	Revising methanotrophy: a comprehensive genomic probing of the unexpected genetic and metabolic diversity of aerobic methane consuming bacteria.	Methylosarcina fibrata AML-C10	DOE Joint Genome Institute (JGI)	2517487019	4978464	4448
2757320364	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase IV (KMG-IV): sequencing the most valuable type-strain genomes for metagenomic binning, comparative biology and taxonomic classification	Marinicella litoralis DSM 25488	DOE Joint Genome Institute (JGI)	2757320364	3343788	2964
2747842540	Bacteria	Finished	Genome sequencing of type strains of marine bacterial taxa	Granulosicoccus antarcticus IMCC3135	Inha University	2747842540	7783862	6850
2516653080	Bacteria	Permanent Draft	Genomes of fifty methylotrophs isolated from Lake Washington	Methyloversatilis discipulorum FAM1	DOE Joint Genome Institute (JGI)	2516653080	4306529	4012
2675903437	Bacteria	Permanent Draft	Genome sequencing of Methylogaea oryzae JCM 16910	Methylogaea oryzae JCM 16910	University of Tokyo	2675903437	3537041	5053
2636415552	Bacteria	Permanent Draft	Gallaecimonas pentaromativorans strain:YA_1 genome sequencing	Gallaecimonas pentaromativorans YA_1	Third Institute of Oceanography, State Oceanic Administration	2636415552	4320837	4098
2526164528	Bacteria	Permanent Draft	Unraveling the Genetic Basis of an Ancient Geochemical Biomarker	Desulfotignum balticum DSM 7044	DOE Joint Genome Institute (JGI)	2526164528	5118755	4855
2687453602	Bacteria	Finished	Genomic sequencing of Trionymus perrisii and its endosymbionts	Enterobacteriaceae symbiont HETPER of Trionymus perrisii	University of South Bohemia	2687453602	636713	582
2515154119	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Fangia hongkongensis DSM 21703	DOE Joint Genome Institute (JGI)	2515154119	2946743	2816
2595699008	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Aquamicrobium aerolatum DSM 21857	DOE Joint Genome Institute (JGI)	2595699008	3640212	3580
2728369577	Bacteria	Permanent Draft	Cephalotes gut microbe isolates	Opitutaceae bacterium CV41	Calvin College	2728369577	2088776	1758
2596583559	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Luteimonas cucumeris CGMCC 1.10821	DOE Joint Genome Institute (JGI)	2596583559	3552091	3279
641228509	Bacteria	Finished	Sorangium cellulosum So ce 56	Sorangium cellulosum So ce 56	Bielefeld University	641228509	13033779	9700
2571042483	Bacteria	Finished	Halorhodospira halochloris A	Halorhodospira halochloris A	Northeastern State University	2571042483	3460134	3034
2716885007	Bacteria	Permanent Draft	Duluth Complex isolates	Sulfuriferula sp. AH1 re-analysis (improved assembly)	University of Minnesota - Twin Cities	2716885007	2916145	2972
2571042002	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Xenophilus azovorans DSM 13620	DOE Joint Genome Institute (JGI)	2571042002	6535173	6349
2740891891	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase III (KMG-III): the genomes of soil and plant-associated and newly described type strains	Sphingomonas aurantiaca MA101b	DOE Joint Genome Institute (JGI)	2740891891	4411230	4055
2626541589	Bacteria	Permanent Draft	The Hungate 1000. A catalogue of reference genomes from the rumen microbiome.	Succinivibrio dextrinosolvens 22B	DOE Joint Genome Institute (JGI)	2626541589	3126950	2876
2524614672	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Saccharospirillum impatiens DSM 12546	DOE Joint Genome Institute (JGI)	2524614672	4745199	4444
2609460204	Bacteria	Finished	Rhizobia strains isolated from common bean seeds	Sinorhizobium americanum CCGM7	National Autonomous University of Mexico	2609460204	6807150	6448
2728369501	Bacteria	Permanent Draft	Microbial High Throughput Culturing Laboratory at LSU	Candidatus Fonsibacter ubiquis LSUCC0530 Reanalysis	Oklahoma Medical Research Foundation	2728369501	1160202	1271
2511231080	Bacteria	Finished	Glaciecola genome sequencing - Shandong University	Glaciecola nitratireducens FR1064	Shandong University	2511231080	4134229	3720
2684623130	Bacteria	Finished	Paucibacter sp. KCTC 42545 genome sequencing and assembly	Paucibacter sp. KCTC 42545	Korean Research Institute of BioSicence and BioTechnology	2684623130	5169161	4500
2648501185	Bacteria	Finished	Chondromyces crocatus Cm c5	Chondromyces crocatus Cm c5	LGC Genomics, Helmholtz Centre for Infection Research	2648501185	11388132	8434
2040502012	Bacteria	Permanent Draft	Succinivibrionaceae bacterium WG-1	Succinivibrionaceae bacterium WG-1 (Wallaby Group 1 isolate)	Commonwealth Scientific and Industrial Research Organisation (CSIRO)	2040502012	2952640	2623
637000155	Bacteria	Finished	Magnetospirillum magneticum AMB-1	Magnetospirillum magneticum AMB-1	Tokyo University of Agriculture and Technology	637000155	4967148	4627
2740891818	Bacteria	Permanent Draft	Desulfofaba hansenii isolated from roots of the eelgrass Zostera marina	Desulfofaba hansenii DSM 12642	Aarhus University	2740891818	6711283	5460
2524614866	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Psychromonas aquimarina ATCC BAA-1526	DOE Joint Genome Institute (JGI)	2524614866	5536496	4865
2513237199	Bacteria	Finished	Rubrivivax gelatinosus IL144	Rubrivivax gelatinosus IL144	National Institute of Technology and Evaluation	2513237199	5043253	4754
2603880215	Bacteria	Permanent Draft	Microbial Interactions in Extremophilic Mat Communities	Roseibaca calidilacus HL-91	DOE Joint Genome Institute (JGI)	2603880215	3354638	3313
2751185892	Bacteria	Finished	Pseudoalteromonas aliena EH1 Genome sequencing	Pseudoalteromonas aliena EH1	Yonsei University	2751185892	4594697	4140
2744054997	Bacteria	Finished	Raoultella ornithinolytica A14 genome sequencing	Raoultella ornithinolytica A14	University of Hong Kong	2744054997	5398272	5098
2593339286	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Rhodobaca barguzinensis DSM 19920	DOE Joint Genome Institute (JGI)	2593339286	3867412	3754
2585428155	Bacteria	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase I: the one thousand microbial genomes (KMG-I) project	Malonomonas rubra DSM 5091	DOE Joint Genome Institute (JGI)	2585428155	3961631	3733
2623620540	Bacteria	Permanent Draft	Janthinobacterium  sequencing project - Goettingen Genomics Laboratory	Duganella phyllosphaerae T54, DSM 23865 (DUPY)	Goettingen Genomics Laboratory	2623620540	6183250	5396
2593339283	Bacteria	Permanent Draft	Genomic Encyclopedia of Archaeal and Bacterial Type Strains, Phase II (KMG-II): from individual species to whole genera	Cereibacter changlensis DSM 18774	DOE Joint Genome Institute (JGI)	2593339283	4924362	4745
